lemma,cl
fleeing/NOUN,2866
fleet/NOUN,2867
flesh/NOUN,2868
flexibility/NOUN,2869
flick/NOUN,2870
flicker/NOUN,2871
flier/NOUN,2872
flight/NOUN,2873
flip/NOUN,2874
flipping/NOUN,2875
flirt/NOUN,2876
floating/NOUN,2877
flock/NOUN,2878
flood/NOUN,2879
flooding/NOUN,2880
floor/NOUN,2881
flooring/NOUN,2882
florist/NOUN,2883
flour/NOUN,2884
flow/NOUN,2885
flower/NOUN,2886
flowing/NOUN,2887
fluctuation/NOUN,2888
fluff/NOUN,2889
fluid/NOUN,2890
flush/NOUN,2891
flutter/NOUN,2892
flux/NOUN,2893
fly/NOUN,2894
flyer/NOUN,2895
fm/NOUN,2896
foam/NOUN,2897
focus/NOUN,2898
fodder/NOUN,2899
foe/NOUN,2900
foetus/NOUN,2901
fog/NOUN,2902
foil/NOUN,2903
fold/NOUN,2904
folder/NOUN,2905
foliage/NOUN,2906
folio/NOUN,2907
folk/NOUN,2908
follow/NOUN,2909
follower/NOUN,2910
following/NOUN,2911
followup/NOUN,2912
folly/NOUN,2913
font/NOUN,2914
food/NOUN,2915
fool/NOUN,2916
foot/NOUN,2917
footage/NOUN,2918
football/NOUN,2919
footballer/NOUN,2920
footer/NOUN,2921
foothill/NOUN,2922
footlight/NOUN,2923
footpath/NOUN,2924
footprint/NOUN,2925
footstep/NOUN,2926
footwear/NOUN,2927
forbearance/NOUN,2928
force/NOUN,2929
forearm/NOUN,2930
forecast/NOUN,2931
forecaster/NOUN,2932
forecasting/NOUN,2933
forefinger/NOUN,2934
foreground/NOUN,2935
forehead/NOUN,2936
foreigner/NOUN,2937
forelimb/NOUN,2938
forensic/NOUN,2939
forest/NOUN,2940
forestry/NOUN,2941
forger/NOUN,2942
forgiveness/NOUN,2943
fork/NOUN,2944
form/NOUN,2945
formaldehyde/NOUN,2946
formalism/NOUN,2947
formality/NOUN,2948
format/NOUN,2949
formation/NOUN,2950
formatting/NOUN,2951
formula/NOUN,2952
fort/NOUN,2953
forth/NOUN,2954
fortification/NOUN,2955
fortnight/NOUN,2956
fortress/NOUN,2957
fortune/NOUN,2958
forty/NOUN,2959
forum/NOUN,2960
forwarding/NOUN,2961
fossil/NOUN,2962
foster/NOUN,2963
found/NOUN,2964
foundation/NOUN,2965
founder/NOUN,2966
fountain/NOUN,2967
four/NOUN,2968
fourteen/NOUN,2969
fourth/NOUN,2970
fox/NOUN,2971
fps/NOUN,2972
fraction/NOUN,2973
fragility/NOUN,2974
fragment/NOUN,2975
fragrance/NOUN,2976
frame/NOUN,2977
framework/NOUN,2978
franc/NOUN,2979
franchise/NOUN,2980
fraternity/NOUN,2981
fraud/NOUN,2982
freedom/NOUN,2983
freemason/NOUN,2984
freeway/NOUN,2985
freeze/NOUN,2986
freezer/NOUN,2987
freezing/NOUN,2988
freight/NOUN,2989
freighter/NOUN,2990
french/NOUN,2991
frenzy/NOUN,2992
frequency/NOUN,2993
fresco/NOUN,2994
freshman/NOUN,2995
freshness/NOUN,2996
freshwater/NOUN,2997
friction/NOUN,2998
friend/NOUN,2999
friendliness/NOUN,3000
friendship/NOUN,3001
fries/NOUN,3002
fringe/NOUN,3003
frisbee/NOUN,3004
fritter/NOUN,3005
frog/NOUN,3006
front/NOUN,3007
frontier/NOUN,3008
frontline/NOUN,3009
frost/NOUN,3010
fruit/NOUN,3011
frustration/NOUN,3012
fry/NOUN,3013
ft/NOUN,3014
fucker/NOUN,3015
fuel/NOUN,3016
fugitive/NOUN,3017
fulfillment/NOUN,3018
fullness/NOUN,3019
fume/NOUN,3020
fun/NOUN,3021
function/NOUN,3022
functionality/NOUN,3023
functionary/NOUN,3024
functioning/NOUN,3025
fund/NOUN,3026
fundamental/NOUN,3027
fundamentalist/NOUN,3028
funding/NOUN,3029
fundraising/NOUN,3030
funds/NOUN,3031
funeral/NOUN,3032
fungi/NOUN,3033
fungus/NOUN,3034
funnel/NOUN,3035
fur/NOUN,3036
furnace/NOUN,3037
furnishings/NOUN,3038
furniture/NOUN,3039
fury/NOUN,3040
fuse/NOUN,3041
fuselage/NOUN,3042
fusion/NOUN,3043
future/NOUN,3044
futurism/NOUN,3045
futurist/NOUN,3046
fx/NOUN,3047
g/NOUN,3048
ga/NOUN,3049
gaberdine/NOUN,3050
gag/NOUN,3051
gaiety/NOUN,3052
gain/NOUN,3053
gait/NOUN,3054
gal/NOUN,3055
gala/NOUN,3056
galaxy/NOUN,3057
gale/NOUN,3058
gall/NOUN,3059
galleon/NOUN,3060
gallery/NOUN,3061
gallon/NOUN,3062
gambit/NOUN,3063
gambling/NOUN,3064
game/NOUN,3065
gameplay/NOUN,3066
gaming/NOUN,3067
gamut/NOUN,3068
gang/NOUN,3069
gangster/NOUN,3070
gap/NOUN,3071
gaps/NOUN,3072
garage/NOUN,3073
garb/NOUN,3074
garbage/NOUN,3075
garde/NOUN,3076
garden/NOUN,3077
gardener/NOUN,3078
gardening/NOUN,3079
garlic/NOUN,3080
garment/NOUN,3081
garnish/NOUN,3082
garret/NOUN,3083
garrison/NOUN,3084
gas/NOUN,3085
gash/NOUN,3086
gasp/NOUN,3087
gastroenteritis/NOUN,3088
gate/NOUN,3089
gatehouse/NOUN,3090
gateway/NOUN,3091
gather/NOUN,3092
gathering/NOUN,3093
gaul/NOUN,3094
gay/NOUN,3095
gaze/NOUN,3096
gazette/NOUN,3097
gb/NOUN,3098
gdp/NOUN,3099
gear/NOUN,3100
gearbox/NOUN,3101
gel/NOUN,3102
gelatin/NOUN,3103
gem/NOUN,3104
gemology/NOUN,3105
gender/NOUN,3106
gene/NOUN,3107
genealogy/NOUN,3108
general/NOUN,3109
generalization/NOUN,3110
generating/NOUN,3111
generation/NOUN,3112
generator/NOUN,3113
generosity/NOUN,3114
genetics/NOUN,3115
genitals/NOUN,3116
genius/NOUN,3117
genocide/NOUN,3118
genome/NOUN,3119
genotype/NOUN,3120
genre/NOUN,3121
gentleman/NOUN,3122
gentrification/NOUN,3123
geography/NOUN,3124
geologist/NOUN,3125
geology/NOUN,3126
geometry/NOUN,3127
geopolitics/NOUN,3128
gerbil/NOUN,3129
germ/NOUN,3130
german/NOUN,3131
gesture/NOUN,3132
geyser/NOUN,3133
ghetto/NOUN,3134
ghost/NOUN,3135
ghoul/NOUN,3136
gi/NOUN,3137
giant/NOUN,3138
gibberish/NOUN,3139
gift/NOUN,3140
gimmick/NOUN,3141
gin/NOUN,3142
ginger/NOUN,3143
giraffe/NOUN,3144
girdle/NOUN,3145
girl/NOUN,3146
girlfriend/NOUN,3147
gis/NOUN,3148
gist/NOUN,3149
give/NOUN,3150
given/NOUN,3151
glamour/NOUN,3152
glance/NOUN,3153
gland/NOUN,3154
glare/NOUN,3155
glass/NOUN,3156
glaze/NOUN,3157
glide/NOUN,3158
glimpse/NOUN,3159
glint/NOUN,3160
glitch/NOUN,3161
glitter/NOUN,3162
glitz/NOUN,3163
glob/NOUN,3164
globalization/NOUN,3165
globe/NOUN,3166
gloom/NOUN,3167
glory/NOUN,3168
gloss/NOUN,3169
glove/NOUN,3170
glover/NOUN,3171
glow/NOUN,3172
glowstick/NOUN,3173
glue/NOUN,3174
glut/NOUN,3175
gnocchi/NOUN,3176
gnome/NOUN,3177
gnp/NOUN,3178
gnu/NOUN,3179
go/NOUN,3180
goal/NOUN,3181
goat/NOUN,3182
god/NOUN,3183
goddess/NOUN,3184
godfather/NOUN,3185
goer/NOUN,3186
goiter/NOUN,3187
gold/NOUN,3188
golden/NOUN,3189
golf/NOUN,3190
golfer/NOUN,3191
goliath/NOUN,3192
gondola/NOUN,3193
goo/NOUN,3194
good/NOUN,3195
goodbye/NOUN,3196
goodness/NOUN,3197
goods/NOUN,3198
goose/NOUN,3199
gorse/NOUN,3200
gossip/NOUN,3201
gourmet/NOUN,3202
gout/NOUN,3203
governance/NOUN,3204
governess/NOUN,3205
governing/NOUN,3206
government/NOUN,3207
governor/NOUN,3208
governorate/NOUN,3209
govt/NOUN,3210
gown/NOUN,3211
gpa/NOUN,3212
gps/NOUN,3213
grab/NOUN,3214
grace/NOUN,3215
grad/NOUN,3216
gradation/NOUN,3217
grade/NOUN,3218
graduate/NOUN,3219
graduation/NOUN,3220
graffito/NOUN,3221
grail/NOUN,3222
grain/NOUN,3223
gram/NOUN,3224
grammar/NOUN,3225
grammarian/NOUN,3226
grand/NOUN,3227
grandchild/NOUN,3228
granddaughter/NOUN,3229
grandeur/NOUN,3230
grandfather/NOUN,3231
grandmother/NOUN,3232
grandparent/NOUN,3233
grandson/NOUN,3234
grandstand/NOUN,3235
granite/NOUN,3236
grant/NOUN,3237
granting/NOUN,3238
grape/NOUN,3239
graphic/NOUN,3240
gras/NOUN,3241
grasp/NOUN,3242
grass/NOUN,3243
gratitude/NOUN,3244
grave/NOUN,3245
gravel/NOUN,3246
graveyard/NOUN,3247
gravity/NOUN,3248
gravy/NOUN,3249
gray/NOUN,3250
grazing/NOUN,3251
grease/NOUN,3252
greatness/NOUN,3253
greed/NOUN,3254
greek/NOUN,3255
green/NOUN,3256
greenery/NOUN,3257
greenhouse/NOUN,3258
greeting/NOUN,3259
grenade/NOUN,3260
grey/NOUN,3261
greyhound/NOUN,3262
grid/NOUN,3263
gridlock/NOUN,3264
grief/NOUN,3265
grievance/NOUN,3266
grill/NOUN,3267
grille/NOUN,3268
grimace/NOUN,3269
grin/NOUN,3270
grinder/NOUN,3271
grindstone/NOUN,3272
grip/NOUN,3273
grocer/NOUN,3274
grocery/NOUN,3275
grog/NOUN,3276
grooming/NOUN,3277
groove/NOUN,3278
gross/NOUN,3279
ground/NOUN,3280
grounds/NOUN,3281
groundwork/NOUN,3282
group/NOUN,3283
grouping/NOUN,3284
grove/NOUN,3285
growth/NOUN,3286
grudge/NOUN,3287
grunt/NOUN,3288
guarantee/NOUN,3289
guarantor/NOUN,3290
guard/NOUN,3291
guardian/NOUN,3292
guardsman/NOUN,3293
guerilla/NOUN,3294
guerrilla/NOUN,3295
guess/NOUN,3296
guest/NOUN,3297
guestbook/NOUN,3298
guesthouse/NOUN,3299
guidance/NOUN,3300
guide/NOUN,3301
guideline/NOUN,3302
guild/NOUN,3303
guilt/NOUN,3304
guilty/NOUN,3305
guinea/NOUN,3306
guitar/NOUN,3307
guitarist/NOUN,3308
gulf/NOUN,3309
gullibility/NOUN,3310
gulp/NOUN,3311
gum/NOUN,3312
gun/NOUN,3313
gunfire/NOUN,3314
gunman/NOUN,3315
gunpowder/NOUN,3316
guru/NOUN,3317
gust/NOUN,3318
gut/NOUN,3319
gutter/NOUN,3320
guy/NOUN,3321
gym/NOUN,3322
gymnasium/NOUN,3323
gyroscope/NOUN,3324
h/NOUN,3325
ha/NOUN,3326
habit/NOUN,3327
habitat/NOUN,3328
habitation/NOUN,3329
hack/NOUN,3330
hacker/NOUN,3331
haddock/NOUN,3332
haemorrhage/NOUN,3333
hag/NOUN,3334
hagiography/NOUN,3335
hailstorm/NOUN,3336
hair/NOUN,3337
haircut/NOUN,3338
hairdresser/NOUN,3339
hairpin/NOUN,3340
hairstyle/NOUN,3341
hajj/NOUN,3342
half/NOUN,3343
hall/NOUN,3344
hallmark/NOUN,3345
halls/NOUN,3346
hallway/NOUN,3347
halo/NOUN,3348
halt/NOUN,3349
halter/NOUN,3350
ham/NOUN,3351
hamburger/NOUN,3352
hammer/NOUN,3353
hammock/NOUN,3354
hamster/NOUN,3355
hand/NOUN,3356
handcraft/NOUN,3357
handcuffs/NOUN,3358
handful/NOUN,3359
handicap/NOUN,3360
handiwork/NOUN,3361
handkerchief/NOUN,3362
handle/NOUN,3363
handling/NOUN,3364
handover/NOUN,3365
handshake/NOUN,3366
handwriting/NOUN,3367
hangar/NOUN,3368
hanging/NOUN,3369
hangman/NOUN,3370
hangout/NOUN,3371
hank/NOUN,3372
happening/NOUN,3373
happiness/NOUN,3374
harbor/NOUN,3375
harbour/NOUN,3376
hardliner/NOUN,3377
hardness/NOUN,3378
hardship/NOUN,3379
hardware/NOUN,3380
hare/NOUN,3381
harem/NOUN,3382
harm/NOUN,3383
harmonisation/NOUN,3384
harmonization/NOUN,3385
harmony/NOUN,3386
harness/NOUN,3387
harp/NOUN,3388
harpoon/NOUN,3389
harvest/NOUN,3390
hash/NOUN,3391
hashtag/NOUN,3392
hasid/NOUN,3393
hasidim/NOUN,3394
hassle/NOUN,3395
haste/NOUN,3396
hat/NOUN,3397
hatch/NOUN,3398
hate/NOUN,3399
hatred/NOUN,3400
haul/NOUN,3401
hauling/NOUN,3402
hauls/NOUN,3403
hauteur/NOUN,3404
haven/NOUN,3405
havoc/NOUN,3406
hay/NOUN,3407
hazard/NOUN,3408
haze/NOUN,3409
hca/NOUN,3410
hd/NOUN,3411
head/NOUN,3412
headache/NOUN,3413
headcount/NOUN,3414
header/NOUN,3415
headgear/NOUN,3416
heading/NOUN,3417
headlamp/NOUN,3418
headline/NOUN,3419
headmaster/NOUN,3420
headquarter/NOUN,3421
headquarters/NOUN,3422
headset/NOUN,3423
headwater/NOUN,3424
headwind/NOUN,3425
healing/NOUN,3426
health/NOUN,3427
healthcare/NOUN,3428
heap/NOUN,3429
hear/NOUN,3430
hearing/NOUN,3431
heart/NOUN,3432
heartbeat/NOUN,3433
heartland/NOUN,3434
heat/NOUN,3435
heater/NOUN,3436
heather/NOUN,3437
heating/NOUN,3438
heatwave/NOUN,3439
heaven/NOUN,3440
heavyweight/NOUN,3441
hebrew/NOUN,3442
hectare/NOUN,3443
hedge/NOUN,3444
hedgehog/NOUN,3445
hedging/NOUN,3446
heed/NOUN,3447
heel/NOUN,3448
heifer/NOUN,3449
height/NOUN,3450
heir/NOUN,3451
helicopter/NOUN,3452
helium/NOUN,3453
hell/NOUN,3454
helm/NOUN,3455
helmet/NOUN,3456
help/NOUN,3457
helper/NOUN,3458
helping/NOUN,3459
hemisphere/NOUN,3460
hemoglobin/NOUN,3461
hen/NOUN,3462
henequen/NOUN,3463
herb/NOUN,3464
herbalist/NOUN,3465
herd/NOUN,3466
herder/NOUN,3467
herding/NOUN,3468
heresy/NOUN,3469
heritage/NOUN,3470
hermit/NOUN,3471
hernia/NOUN,3472
hero/NOUN,3473
heroin/NOUN,3474
herring/NOUN,3475
hesitation/NOUN,3476
heterosexual/NOUN,3477
hiatus/NOUN,3478
hibernation/NOUN,3479
hide/NOUN,3480
hideout/NOUN,3481
hiding/NOUN,3482
hierarchy/NOUN,3483
hifi/NOUN,3484
high/NOUN,3485
highlight/NOUN,3486
highness/NOUN,3487
highway/NOUN,3488
hijacker/NOUN,3489
hike/NOUN,3490
hill/NOUN,3491
hillside/NOUN,3492
hindlimb/NOUN,3493
hindrance/NOUN,3494
hindsight/NOUN,3495
hinge/NOUN,3496
hint/NOUN,3497
hip/NOUN,3498
hippie/NOUN,3499
hippy/NOUN,3500
hipster/NOUN,3501
hire/NOUN,3502
hiss/NOUN,3503
historian/NOUN,3504
history/NOUN,3505
hit/NOUN,3506
hitch/NOUN,3507
hitchhiker/NOUN,3508
hoarding/NOUN,3509
hoax/NOUN,3510
hobby/NOUN,3511
hockey/NOUN,3512
hold/NOUN,3513
holder/NOUN,3514
holding/NOUN,3515
holdup/NOUN,3516
hole/NOUN,3517
holiday/NOUN,3518
holocaust/NOUN,3519
homage/NOUN,3520
home/NOUN,3521
homeland/NOUN,3522
homeopath/NOUN,3523
homeopathy/NOUN,3524
homepage/NOUN,3525
homer/NOUN,3526
homesickness/NOUN,3527
hometown/NOUN,3528
homework/NOUN,3529
homo/NOUN,3530
homosexual/NOUN,3531
homosexuality/NOUN,3532
honesty/NOUN,3533
honey/NOUN,3534
honeymoon/NOUN,3535
honor/NOUN,3536
honour/NOUN,3537
hood/NOUN,3538
hoof/NOUN,3539
hook/NOUN,3540
hooker/NOUN,3541
hoop/NOUN,3542
hop/NOUN,3543
hope/NOUN,3544
hopelessness/NOUN,3545
horizon/NOUN,3546
horizontal/NOUN,3547
hormone/NOUN,3548
horn/NOUN,3549
hornet/NOUN,3550
horror/NOUN,3551
horse/NOUN,3552
horseman/NOUN,3553
horseshoe/NOUN,3554
hose/NOUN,3555
hospital/NOUN,3556
hospitality/NOUN,3557
host/NOUN,3558
hostage/NOUN,3559
hostel/NOUN,3560
hostess/NOUN,3561
hostility/NOUN,3562
hosting/NOUN,3563
hotel/NOUN,3564
hotline/NOUN,3565
hotspot/NOUN,3566
hour/NOUN,3567
house/NOUN,3568
household/NOUN,3569
houseware/NOUN,3570
housing/NOUN,3571
hover/NOUN,3572
how/NOUN,3573
hpl/NOUN,3574
hr/NOUN,3575
html/NOUN,3576
http/NOUN,3577
hub/NOUN,3578
hubris/NOUN,3579
hug/NOUN,3580
huguenot/NOUN,3581
hulk/NOUN,3582
hull/NOUN,3583
human/NOUN,3584
humanism/NOUN,3585
humanist/NOUN,3586
humanity/NOUN,3587
humankind/NOUN,3588
humiliation/NOUN,3589
humor/NOUN,3590
humour/NOUN,3591
humpback/NOUN,3592
humus/NOUN,3593
hundred/NOUN,3594
hungarian/NOUN,3595
hunger/NOUN,3596
hunk/NOUN,3597
hunt/NOUN,3598
hunter/NOUN,3599
hunting/NOUN,3600
hurdle/NOUN,3601
hurricane/NOUN,3602
hurry/NOUN,3603
hurt/NOUN,3604
husband/NOUN,3605
husk/NOUN,3606
hustle/NOUN,3607
hut/NOUN,3608
hybrid/NOUN,3609
hydration/NOUN,3610
hydrocele/NOUN,3611
hydroelectricity/NOUN,3612
hydrogen/NOUN,3613
hygiene/NOUN,3614
hymn/NOUN,3615
hype/NOUN,3616
hyperlink/NOUN,3617
hypertext/NOUN,3618
hypertrophy/NOUN,3619
hypnosis/NOUN,3620
hypocrisy/NOUN,3621
hypothesis/NOUN,3622
hysteria/NOUN,3623
hz/NOUN,3624
i/NOUN,3625
icc/NOUN,3626
ice/NOUN,3627
iceberg/NOUN,3628
ichor/NOUN,3629
icicle/NOUN,3630
icing/NOUN,3631
icon/NOUN,3632
iconography/NOUN,3633
icq/NOUN,3634
id/NOUN,3635
idea/NOUN,3636
ideal/NOUN,3637
ideation/NOUN,3638
identification/NOUN,3639
identity/NOUN,3640
ideologue/NOUN,3641
ideology/NOUN,3642
idiom/NOUN,3643
idiot/NOUN,3644
idol/NOUN,3645
ignoramus/NOUN,3646
ignorance/NOUN,3647
illegal/NOUN,3648
illness/NOUN,3649
illumination/NOUN,3650
illusion/NOUN,3651
illustration/NOUN,3652
illustrator/NOUN,3653
im/NOUN,3654
image/NOUN,3655
imagery/NOUN,3656
imagination/NOUN,3657
imaging/NOUN,3658
imbalance/NOUN,3659
imitation/NOUN,3660
immersion/NOUN,3661
immigrant/NOUN,3662
immigration/NOUN,3663
immobility/NOUN,3664
immortality/NOUN,3665
immunity/NOUN,3666
impact/NOUN,3667
impairment/NOUN,3668
impartiality/NOUN,3669
impasse/NOUN,3670
impediment/NOUN,3671
imperfection/NOUN,3672
impersonator/NOUN,3673
impetus/NOUN,3674
implant/NOUN,3675
implement/NOUN,3676
implementation/NOUN,3677
implication/NOUN,3678
import/NOUN,3679
importance/NOUN,3680
importer/NOUN,3681
imposter/NOUN,3682
impostor/NOUN,3683
impression/NOUN,3684
imprint/NOUN,3685
imprisonment/NOUN,3686
improv/NOUN,3687
improvement/NOUN,3688
impulse/NOUN,3689
impunity/NOUN,3690
in/NOUN,3691
inability/NOUN,3692
inaction/NOUN,3693
inactivity/NOUN,3694
inadequacy/NOUN,3695
incarceration/NOUN,3696
incentive/NOUN,3697
inception/NOUN,3698
inch/NOUN,3699
incident/NOUN,3700
incisor/NOUN,3701
incitement/NOUN,3702
inclination/NOUN,3703
inclusion/NOUN,3704
income/NOUN,3705
incompetence/NOUN,3706
inconsistency/NOUN,3707
inconvenience/NOUN,3708
increase/NOUN,3709
increment/NOUN,3710
incubation/NOUN,3711
independence/NOUN,3712
independent/NOUN,3713
index/NOUN,3714
indian/NOUN,3715
indication/NOUN,3716
indicator/NOUN,3717
indifference/NOUN,3718
indignation/NOUN,3719
indignity/NOUN,3720
indisposition/NOUN,3721
individual/NOUN,3722
indonesian/NOUN,3723
industrialist/NOUN,3724
industry/NOUN,3725
inequality/NOUN,3726
inequity/NOUN,3727
inertia/NOUN,3728
inexperience/NOUN,3729
infant/NOUN,3730
infantry/NOUN,3731
infection/NOUN,3732
inference/NOUN,3733
inferior/NOUN,3734
inferiority/NOUN,3735
inferno/NOUN,3736
infertility/NOUN,3737
infestation/NOUN,3738
infidel/NOUN,3739
infield/NOUN,3740
infielder/NOUN,3741
infiltrator/NOUN,3742
infinity/NOUN,3743
inflation/NOUN,3744
inflow/NOUN,3745
influence/NOUN,3746
influenza/NOUN,3747
influx/NOUN,3748
info/NOUN,3749
information/NOUN,3750
infrastructure/NOUN,3751
infringement/NOUN,3752
ingenuity/NOUN,3753
ingredient/NOUN,3754
inhabitant/NOUN,3755
inhaler/NOUN,3756
inheritance/NOUN,3757
inhumanity/NOUN,3758
initial/NOUN,3759
initiation/NOUN,3760
initiative/NOUN,3761
initiator/NOUN,3762
injection/NOUN,3763
injury/NOUN,3764
injustice/NOUN,3765
ink/NOUN,3766
inkstand/NOUN,3767
inlet/NOUN,3768
inmate/NOUN,3769
inn/NOUN,3770
inning/NOUN,3771
innkeeper/NOUN,3772
innocence/NOUN,3773
innocent/NOUN,3774
innovation/NOUN,3775
innovator/NOUN,3776
innuendo/NOUN,3777
input/NOUN,3778
inquiry/NOUN,3779
insanity/NOUN,3780
inscription/NOUN,3781
insect/NOUN,3782
insecticide/NOUN,3783
insecurity/NOUN,3784
insert/NOUN,3785
inside/NOUN,3786
insider/NOUN,3787
insight/NOUN,3788
insignia/NOUN,3789
insolence/NOUN,3790
insolvency/NOUN,3791
insomnia/NOUN,3792
inspection/NOUN,3793
inspector/NOUN,3794
inspiration/NOUN,3795
instability/NOUN,3796
installation/NOUN,3797
instance/NOUN,3798
instant/NOUN,3799
instinct/NOUN,3800
institute/NOUN,3801
institution/NOUN,3802
instruction/NOUN,3803
instructions/NOUN,3804
instructor/NOUN,3805
instrument/NOUN,3806
instrumentation/NOUN,3807
insulation/NOUN,3808
insult/NOUN,3809
insurance/NOUN,3810
insurer/NOUN,3811
insurgency/NOUN,3812
insurgent/NOUN,3813
insurgents/NOUN,3814
insurrection/NOUN,3815
intake/NOUN,3816
integer/NOUN,3817
integration/NOUN,3818
integrity/NOUN,3819
intellect/NOUN,3820
intellectual/NOUN,3821
intelligence/NOUN,3822
intelligibility/NOUN,3823
intensity/NOUN,3824
intent/NOUN,3825
intention/NOUN,3826
interaction/NOUN,3827
interactivity/NOUN,3828
intercept/NOUN,3829
interception/NOUN,3830
interceptor/NOUN,3831
interchange/NOUN,3832
interconnect/NOUN,3833
intercourse/NOUN,3834
interest/NOUN,3835
interesting/NOUN,3836
interestingness/NOUN,3837
interface/NOUN,3838
interference/NOUN,3839
interior/NOUN,3840
interjection/NOUN,3841
interloper/NOUN,3842
intermediary/NOUN,3843
intermediation/NOUN,3844
intern/NOUN,3845
international/NOUN,3846
internet/NOUN,3847
internship/NOUN,3848
interpretation/NOUN,3849
interpreter/NOUN,3850
interpreting/NOUN,3851
interrogation/NOUN,3852
interrogator/NOUN,3853
interruption/NOUN,3854
intersect/NOUN,3855
intersection/NOUN,3856
interval/NOUN,3857
intervention/NOUN,3858
interview/NOUN,3859
interviewee/NOUN,3860
interviewer/NOUN,3861
intestine/NOUN,3862
intifada/NOUN,3863
intimacy/NOUN,3864
into/NOUN,3865
intolerance/NOUN,3866
intonation/NOUN,3867
intoxication/NOUN,3868
intranet/NOUN,3869
intrigue/NOUN,3870
introduction/NOUN,3871
introspection/NOUN,3872
intruder/NOUN,3873
intrusion/NOUN,3874
intuition/NOUN,3875
invasion/NOUN,3876
invention/NOUN,3877
inventor/NOUN,3878
inventory/NOUN,3879
inversion/NOUN,3880
investigation/NOUN,3881
investigator/NOUN,3882
investment/NOUN,3883
investor/NOUN,3884
invitation/NOUN,3885
invitee/NOUN,3886
invoice/NOUN,3887
invoicing/NOUN,3888
involvement/NOUN,3889
inwardness/NOUN,3890
iodine/NOUN,3891
iodisation/NOUN,3892
ip/NOUN,3893
ipa/NOUN,3894
iphone/NOUN,3895
ipo/NOUN,3896
iq/NOUN,3897
irc/NOUN,3898
ire/NOUN,3899
iridium/NOUN,3900
irish/NOUN,3901
iron/NOUN,3902
irony/NOUN,3903
irregularity/NOUN,3904
irrigation/NOUN,3905
irritation/NOUN,3906
islamist/NOUN,3907
island/NOUN,3908
islander/NOUN,3909
iso/NOUN,3910
isolation/NOUN,3911
israeli/NOUN,3912
issue/NOUN,3913
isthmus/NOUN,3914
it/NOUN,3915
italian/NOUN,3916
itching/NOUN,3917
item/NOUN,3918
iteration/NOUN,3919
itinerary/NOUN,3920
iv/NOUN,3921
ivory/NOUN,3922
j/NOUN,3923
jab/NOUN,3924
jack/NOUN,3925
jacket/NOUN,3926
jail/NOUN,3927
jam/NOUN,3928
jar/NOUN,3929
jargon/NOUN,3930
jaw/NOUN,3931
jawbone/NOUN,3932
jazz/NOUN,3933
jealousy/NOUN,3934
jeans/NOUN,3935
jelly/NOUN,3936
jeopardy/NOUN,3937
jerk/NOUN,3938
jersey/NOUN,3939
jester/NOUN,3940
jesuit/NOUN,3941
jet/NOUN,3942
jetty/NOUN,3943
jewel/NOUN,3944
jewellery/NOUN,3945
jewelry/NOUN,3946
jewishness/NOUN,3947
jihad/NOUN,3948
jihadist/NOUN,3949
jingle/NOUN,3950
jitsu/NOUN,3951
jiu/NOUN,3952
job/NOUN,3953
joe/NOUN,3954
jog/NOUN,3955
joinery/NOUN,3956
joint/NOUN,3957
joke/NOUN,3958
journal/NOUN,3959
journalism/NOUN,3960
journalist/NOUN,3961
journey/NOUN,3962
joy/NOUN,3963
joystick/NOUN,3964
judge/NOUN,3965
judgement/NOUN,3966
judgment/NOUN,3967
judiciary/NOUN,3968
jug/NOUN,3969
jugular/NOUN,3970
juice/NOUN,3971
jukebox/NOUN,3972
jumble/NOUN,3973
jump/NOUN,3974
jumper/NOUN,3975
junction/NOUN,3976
jungle/NOUN,3977
junior/NOUN,3978
junk/NOUN,3979
jurisdiction/NOUN,3980
jurist/NOUN,3981
jury/NOUN,3982
justice/NOUN,3983
justification/NOUN,3984
juvenile/NOUN,3985
k/NOUN,3986
kale/NOUN,3987
karma/NOUN,3988
kb/NOUN,3989
keep/NOUN,3990
keeper/NOUN,3991
keeping/NOUN,3992
kernel/NOUN,3993
kerosene/NOUN,3994
key/NOUN,3995
keyboard/NOUN,3996
keystone/NOUN,3997
keyword/NOUN,3998
keywords/NOUN,3999
kg/NOUN,4000
khaki/NOUN,4001
kibbutz/NOUN,4002
kick/NOUN,4003
kid/NOUN,4004
kidnapping/NOUN,4005
kidney/NOUN,4006
kill/NOUN,4007
killer/NOUN,4008
killifish/NOUN,4009
killing/NOUN,4010
kiln/NOUN,4011
kilo/NOUN,4012
kilometer/NOUN,4013
kilometre/NOUN,4014
kilowatt/NOUN,4015
kind/NOUN,4016
kindergarten/NOUN,4017
kindness/NOUN,4018
king/NOUN,4019
kingdom/NOUN,4020
kinsman/NOUN,4021
kipper/NOUN,4022
kiss/NOUN,4023
kit/NOUN,4024
kitchen/NOUN,4025
kitten/NOUN,4026
km/NOUN,4027
knee/NOUN,4028
knicker/NOUN,4029
knife/NOUN,4030
knight/NOUN,4031
knitter/NOUN,4032
knock/NOUN,4033
knot/NOUN,4034
know/NOUN,4035
knowledge/NOUN,4036
knuckle/NOUN,4037
kung/NOUN,4038
l.p/NOUN,4039
l2/NOUN,4040
lab/NOUN,4041
label/NOUN,4042
labor/NOUN,4043
laboratory/NOUN,4044
laborer/NOUN,4045
labour/NOUN,4046
labyrinth/NOUN,4047
lace/NOUN,4048
lack/NOUN,4049
